text,label,cleansing,casefolding,tokenizing,stopword
@FOOD_FESS gara-gara ini gue lgsg melipir ke shopeefood lalu order __,positif,garagara ini gue lgsg melipir ke lalu order,garagara ini gue lgsg melipir ke lalu order,"['garagara', 'ini', 'gue', 'lgsg', 'melipir', 'ke', 'lalu', 'order']",garagara gue lgsg melipir order
eh shopeefood bisa double order gitu ga si? atau harus nyelesaiin pesenan 1 baru bisa pesen lagi?,netral,eh bisa double order gitu ga si atau harus nyelesaiin pesenan baru bisa pesen lagi,eh bisa double order gitu ga si atau harus nyelesaiin pesenan baru bisa pesen lagi,"['eh', 'bisa', 'double', 'order', 'gitu', 'ga', 'si', 'atau', 'harus', 'nyelesaiin', 'pesenan', 'baru', 'bisa', 'pesen', 'lagi']",eh double order gitu ga si nyelesaiin pesenan pesen
"dikasih tau ada rapat ________ gapunya duit. 
dikabarin rapat online ________ beli camilan apa ya? *scroll shopee food.
emang ya, jangan percaya manusia____",netral,dikasih tau ada rapat gapunya duit dikabarin rapat online beli camilan apa ya scroll emang ya jangan percaya manusia,dikasih tau ada rapat gapunya duit dikabarin rapat online beli camilan apa ya scroll emang ya jangan percaya manusia,"['dikasih', 'tau', 'ada', 'rapat', 'gapunya', 'duit', 'dikabarin', 'rapat', 'online', 'beli', 'camilan', 'apa', 'ya', 'scroll', 'emang', 'ya', 'jangan', 'percaya', 'manusia']",dikasih tau rapat gapunya duit dikabarin rapat online beli camilan ya scroll emang ya percaya manusia
@sbyfess Coba deh daftar shopee food gojek grab itu opsi lain buat nambah penghasilan. Cowok cewek pun bisa.,netral,coba deh daftar gojek grab itu opsi lain buat nambah penghasilan cowok cewek pun bisa,coba deh daftar gojek grab itu opsi lain buat nambah penghasilan cowok cewek pun bisa,"['coba', 'deh', 'daftar', 'gojek', 'grab', 'itu', 'opsi', 'lain', 'buat', 'nambah', 'penghasilan', 'cowok', 'cewek', 'pun', 'bisa']",coba deh daftar gojek grab opsi nambah penghasilan cowok cewek
"Ngapa ya kalo chat driver shopeefood beberapa hari terakhir ini ga pernah kekirim, mesti pending",negatif,ngapa ya kalo chat driver beberapa hari terakhir ini ga pernah kekirim mesti pending,ngapa ya kalo chat driver beberapa hari terakhir ini ga pernah kekirim mesti pending,"['ngapa', 'ya', 'kalo', 'chat', 'driver', 'beberapa', 'hari', 'terakhir', 'ini', 'ga', 'pernah', 'kekirim', 'mesti', 'pending']",ngapa ya kalo chat driver ga kekirim mesti pending
@MBNug24 godaan Shopeefood lebih kejam,negatif,godaan lebih kejam,godaan lebih kejam,"['godaan', 'lebih', 'kejam']",godaan kejam
@SelenaGemush @tanyakanrl nah alhasil aku pindah haluan ke shopeefood :),positif,nah alhasil aku pindah haluan ke,nah alhasil aku pindah haluan ke,"['nah', 'alhasil', 'aku', 'pindah', 'haluan', 'ke']",alhasil pindah haluan
ngiler ak liat shopeefood tp udah masak ______,netral,ngiler ak liat tp udah masak,ngiler ak liat tp udah masak,"['ngiler', 'ak', 'liat', 'tp', 'udah', 'masak']",ngiler ak liat tp udah masak
Shopee food sekarang sudah tidak semurah dulu,negatif,sekarang sudah tidak semurah dulu,sekarang sudah tidak semurah dulu,"['sekarang', 'sudah', 'tidak', 'semurah', 'dulu']",semurah
eh tapi kalo segitu gue belom tentu bisa nyisihin buat beli pc juga sih.. bisa aja bakalan kalap pesen shopeefood alias Makan Mulu __,negatif,eh tapi kalo segitu gue belom tentu bisa nyisihin buat beli pc juga sih bisa aja bakalan kalap pesen alias makan mulu,eh tapi kalo segitu gue belom tentu bisa nyisihin buat beli pc juga sih bisa aja bakalan kalap pesen alias makan mulu,"['eh', 'tapi', 'kalo', 'segitu', 'gue', 'belom', 'tentu', 'bisa', 'nyisihin', 'buat', 'beli', 'pc', 'juga', 'sih', 'bisa', 'aja', 'bakalan', 'kalap', 'pesen', 'alias', 'makan', 'mulu']",eh kalo segitu gue belom nyisihin beli pc sih aja kalap pesen alias makan mulu
Kadang kalo udh buka shopeefood suka gak sadar diri lagi udh tau duit sedikit tetep ae beli jajan__,negatif,kadang kalo udh buka suka gak sadar diri lagi udh tau duit sedikit tetep ae beli jajan,kadang kalo udh buka suka gak sadar diri lagi udh tau duit sedikit tetep ae beli jajan,"['kadang', 'kalo', 'udh', 'buka', 'suka', 'gak', 'sadar', 'diri', 'lagi', 'udh', 'tau', 'duit', 'sedikit', 'tetep', 'ae', 'beli', 'jajan']",kadang kalo udh buka suka gak sadar udh tau duit tetep ae beli jajan
"@SbuxIndonesia Min, mksdnya kalau belanja via shopee food, akan dapat stars jugakah?",netral,min mksdnya kalau belanja via akan dapat stars jugakah,min mksdnya kalau belanja via akan dapat stars jugakah,"['min', 'mksdnya', 'kalau', 'belanja', 'via', 'akan', 'dapat', 'stars', 'jugakah']",min mksdnya belanja via stars jugakah
"@M45Broo_ Terus yg dibilang formula e ga nyari keuntungan langsung dr tiket tp untuk keuntungan hospitality industry, fnb industry, dll di sekitaran situ ada kabarnya ga? Kali aja para pembalapnya nge go/grab/shopee food di warung2 deket sana.",netral,terus yg dibilang formula e ga nyari keuntungan langsung dr tiket tp untuk keuntungan hospitality industry fnb industry dll di sekitaran situ ada kabarnya ga kali aja para pembalapnya nge gograbshopee di warung deket sana,terus yg dibilang formula e ga nyari keuntungan langsung dr tiket tp untuk keuntungan hospitality industry fnb industry dll di sekitaran situ ada kabarnya ga kali aja para pembalapnya nge gograbshopee di warung deket sana,"['terus', 'yg', 'dibilang', 'formula', 'e', 'ga', 'nyari', 'keuntungan', 'langsung', 'dr', 'tiket', 'tp', 'untuk', 'keuntungan', 'hospitality', 'industry', 'fnb', 'industry', 'dll', 'di', 'sekitaran', 'situ', 'ada', 'kabarnya', 'ga', 'kali', 'aja', 'para', 'pembalapnya', 'nge', 'gograbshopee', 'di', 'warung', 'deket', 'sana']",yg dibilang formula e ga nyari keuntungan langsung dr tiket tp keuntungan hospitality industry fnb industry dll sekitaran situ kabarnya ga kali aja pembalapnya nge gograbshopee warung deket
@peroxideacid Ini aku shopeefood aja Pio random td ____ di ayam kemangi apa gitu namanya wkwk,positif,ini aku aja pio random td di ayam kemangi apa gitu namanya wkwk,ini aku aja pio random td di ayam kemangi apa gitu namanya wkwk,"['ini', 'aku', 'aja', 'pio', 'random', 'td', 'di', 'ayam', 'kemangi', 'apa', 'gitu', 'namanya', 'wkwk']",aja pio random td ayam kemangi gitu namanya wkwk
"duit gua ko tbtb abis ya, perasaan cuma shopee food doang dari kemaren",netral,duit gua ko tbtb abis ya perasaan cuma doang dari kemaren,duit gua ko tbtb abis ya perasaan cuma doang dari kemaren,"['duit', 'gua', 'ko', 'tbtb', 'abis', 'ya', 'perasaan', 'cuma', 'doang', 'dari', 'kemaren']",duit gua ko tbtb abis ya perasaan doang kemaren
@shopeefood_id Cabe 3 min gk suka pedas soalnya,netral,cabe min gk suka pedas soalnya,cabe min gk suka pedas soalnya,"['cabe', 'min', 'gk', 'suka', 'pedas', 'soalnya']",cabe min gk suka pedas
@usedtobejade Sy pelanggan pemula shopeefood,positif,sy pelanggan pemula,sy pelanggan pemula,"['sy', 'pelanggan', 'pemula']",sy pelanggan pemula
shopee food sejam takde order :š),negatif,sejam takde order,sejam takde order,"['sejam', 'takde', 'order']",sejam takde order
"Punya teman, suami istri mendaki ke Everest Base Camp (belum sampai puncak sih).. Perjalanan 11 hari, 1 org habis 40-50 juta. 
Yang makan masih nunggu promo Gofood/Grab/Shopeefood minggir dulu deh::.",negatif,punya teman suami istri mendaki ke everest base camp belum sampai puncak sih perjalanan hari org habis juta yang makan masih nunggu promo gofoodgrabshopeefood minggir dulu deh,punya teman suami istri mendaki ke everest base camp belum sampai puncak sih perjalanan hari org habis juta yang makan masih nunggu promo gofoodgrabshopeefood minggir dulu deh,"['punya', 'teman', 'suami', 'istri', 'mendaki', 'ke', 'everest', 'base', 'camp', 'belum', 'sampai', 'puncak', 'sih', 'perjalanan', 'hari', 'org', 'habis', 'juta', 'yang', 'makan', 'masih', 'nunggu', 'promo', 'gofoodgrabshopeefood', 'minggir', 'dulu', 'deh']",teman suami istri mendaki everest base camp puncak sih perjalanan org habis juta makan nunggu promo gofoodgrabshopeefood minggir deh
"Kak @i_m_mortal_ dan folls, bonus shopeepay yg dapet dari event itu, bisa dipake buat bayar merchant/pulsa/shopeefood? Atau cuman buat beli barang reguler aja?",netral,kak dan folls bonus shopeepay yg dapet dari event itu bisa dipake buat bayar merchantpulsashopeefood atau cuman buat beli barang reguler aja,kak dan folls bonus shopeepay yg dapet dari event itu bisa dipake buat bayar merchantpulsashopeefood atau cuman buat beli barang reguler aja,"['kak', 'dan', 'folls', 'bonus', 'shopeepay', 'yg', 'dapet', 'dari', 'event', 'itu', 'bisa', 'dipake', 'buat', 'bayar', 'merchantpulsashopeefood', 'atau', 'cuman', 'buat', 'beli', 'barang', 'reguler', 'aja']",kak folls bonus shopeepay yg dapet event dipake bayar merchantpulsashopeefood cuman beli barang reguler aja
"@andalasfess fyi nder, mungkin belum tau ya, skrg ada teknologi yg namanya gofood dan shopeefood. kalau dak ngerti pula makenya, Tuhan sudah memberikan kaki utk berjalan, gunakanlah sebaik mungkin__",netral,fyi nder mungkin belum tau ya skrg ada teknologi yg namanya gofood dan kalau dak ngerti pula makenya tuhan sudah memberikan kaki utk berjalan gunakanlah sebaik mungkin,fyi nder mungkin belum tau ya skrg ada teknologi yg namanya gofood dan kalau dak ngerti pula makenya tuhan sudah memberikan kaki utk berjalan gunakanlah sebaik mungkin,"['fyi', 'nder', 'mungkin', 'belum', 'tau', 'ya', 'skrg', 'ada', 'teknologi', 'yg', 'namanya', 'gofood', 'dan', 'kalau', 'dak', 'ngerti', 'pula', 'makenya', 'tuhan', 'sudah', 'memberikan', 'kaki', 'utk', 'berjalan', 'gunakanlah', 'sebaik', 'mungkin']",fyi nder tau ya skrg teknologi yg namanya gofood dak ngerti makenya tuhan kaki utk berjalan gunakanlah
@bersinhaccim Haha yaudah cus lah shopeefood tak rekomendasikan di mamang ndut,positif,haha yaudah cus lah tak rekomendasikan di mamang ndut,haha yaudah cus lah tak rekomendasikan di mamang ndut,"['haha', 'yaudah', 'cus', 'lah', 'tak', 'rekomendasikan', 'di', 'mamang', 'ndut']",haha yaudah cus rekomendasikan mamang ndut
"@_97323 Akan menjadi masukan untuk tim ShopeeFood lebih baik lagi. 
kami akan bantu teruskan ke tim terkait untuk pengecekan lebih lanjut. 1/2",netral,akan menjadi masukan untuk tim lebih baik lagi kami akan bantu teruskan ke tim terkait untuk pengecekan lebih lanjut,akan menjadi masukan untuk tim lebih baik lagi kami akan bantu teruskan ke tim terkait untuk pengecekan lebih lanjut,"['akan', 'menjadi', 'masukan', 'untuk', 'tim', 'lebih', 'baik', 'lagi', 'kami', 'akan', 'bantu', 'teruskan', 'ke', 'tim', 'terkait', 'untuk', 'pengecekan', 'lebih', 'lanjut']",masukan tim bantu teruskan tim terkait pengecekan
scroll shopeefood kyk dr jam setengah 2 trs begitu udh tau mau makan apa malah ujan deres ____,negatif,scroll kyk dr jam setengah trs begitu udh tau mau makan apa malah ujan deres,scroll kyk dr jam setengah trs begitu udh tau mau makan apa malah ujan deres,"['scroll', 'kyk', 'dr', 'jam', 'setengah', 'trs', 'begitu', 'udh', 'tau', 'mau', 'makan', 'apa', 'malah', 'ujan', 'deres']",scroll kyk dr jam trs udh tau makan ujan deres
location gue ni messed up banget keknya shopeefood sama gojek ngawur terus locationnya kemana mana __ untung drivernya baik terus,netral,location gue ni messed up banget keknya sama gojek ngawur terus locationnya kemana mana untung drivernya baik terus,location gue ni messed up banget keknya sama gojek ngawur terus locationnya kemana mana untung drivernya baik terus,"['location', 'gue', 'ni', 'messed', 'up', 'banget', 'keknya', 'sama', 'gojek', 'ngawur', 'terus', 'locationnya', 'kemana', 'mana', 'untung', 'drivernya', 'baik', 'terus']",location gue ni messed up banget keknya gojek ngawur locationnya kemana untung drivernya
@sbtcon belii dr shopeefood/grab cari vocer yang ngepotong banyakk,positif,belii dr shopeefoodgrab cari vocer yang ngepotong banyakk,belii dr shopeefoodgrab cari vocer yang ngepotong banyakk,"['belii', 'dr', 'shopeefoodgrab', 'cari', 'vocer', 'yang', 'ngepotong', 'banyakk']",belii dr shopeefoodgrab cari vocer ngepotong banyakk
"@sbtcon beli aja makanan di shopeefood nder, kyk buat porsi sendiri potongannya termasuk guede, paling sering aku pesen ayam geprek 2 pcs+mie di shopeefood cuma 29k ____",positif,beli aja makanan di nder kyk buat porsi sendiri potongannya termasuk guede paling sering aku pesen ayam geprek pcsmie di cuma k,beli aja makanan di nder kyk buat porsi sendiri potongannya termasuk guede paling sering aku pesen ayam geprek pcsmie di cuma k,"['beli', 'aja', 'makanan', 'di', 'nder', 'kyk', 'buat', 'porsi', 'sendiri', 'potongannya', 'termasuk', 'guede', 'paling', 'sering', 'aku', 'pesen', 'ayam', 'geprek', 'pcsmie', 'di', 'cuma', 'k']",beli aja makanan nder kyk porsi potongannya guede pesen ayam geprek pcsmie k
Knp box &amp; co cuma ada di gojek sih? Grab shopeefood gaada__,negatif,knp box amp co cuma ada di gojek sih grab gaada,knp box amp co cuma ada di gojek sih grab gaada,"['knp', 'box', 'amp', 'co', 'cuma', 'ada', 'di', 'gojek', 'sih', 'grab', 'gaada']",knp box amp co gojek sih grab gaada
luv gila shopee food ni dahla banyak voucher free delivery pastu ada voucher kat kedai makan tu jugak ahhh diet tu apa __,positif,luv gila ni dahla banyak voucher free delivery pastu ada voucher kat kedai makan tu jugak ahhh diet tu apa,luv gila ni dahla banyak voucher free delivery pastu ada voucher kat kedai makan tu jugak ahhh diet tu apa,"['luv', 'gila', 'ni', 'dahla', 'banyak', 'voucher', 'free', 'delivery', 'pastu', 'ada', 'voucher', 'kat', 'kedai', 'makan', 'tu', 'jugak', 'ahhh', 'diet', 'tu', 'apa']",luv gila ni dahla voucher free delivery pastu voucher kat kedai makan tu jugak ahhh diet tu
@kentoworshipper harus nyibain ih nam mana kl pake shopeefood jd murah 28k only,positif,harus nyibain ih nam mana kl pake jd murah k only,harus nyibain ih nam mana kl pake jd murah k only,"['harus', 'nyibain', 'ih', 'nam', 'mana', 'kl', 'pake', 'jd', 'murah', 'k', 'only']",nyibain ih nam kl pake jd murah k only
"@ShopeeID Buat shopeefood, beli pempes sama susu anak __",netral,buat beli pempes sama susu anak,buat beli pempes sama susu anak,"['buat', 'beli', 'pempes', 'sama', 'susu', 'anak']",beli pempes susu anak
shopeefood the best lah pokokna __. gofood gk dulu pelit __,positif,the best lah pokokna gofood gk dulu pelit,the best lah pokokna gofood gk dulu pelit,"['the', 'best', 'lah', 'pokokna', 'gofood', 'gk', 'dulu', 'pelit']",the best pokokna gofood gk pelit
Pembelian via shopeefood / grab minimal pembeliannya itu 75k yaww!!! Di Vilo Gelato TOMANG yah jgn cabang lain!! hehehe aman kok gamungkin leleh krn bakal dipack pakai dry ice nya ____ kl mau via ojol boleh dm dulu jgg kokkk,netral,pembelian via grab minimal pembeliannya itu k yaww di vilo gelato tomang yah jgn cabang lain hehehe aman kok gamungkin leleh krn bakal dipack pakai dry ice nya kl mau via ojol boleh dm dulu jgg kokkk,pembelian via grab minimal pembeliannya itu k yaww di vilo gelato tomang yah jgn cabang lain hehehe aman kok gamungkin leleh krn bakal dipack pakai dry ice nya kl mau via ojol boleh dm dulu jgg kokkk,"['pembelian', 'via', 'grab', 'minimal', 'pembeliannya', 'itu', 'k', 'yaww', 'di', 'vilo', 'gelato', 'tomang', 'yah', 'jgn', 'cabang', 'lain', 'hehehe', 'aman', 'kok', 'gamungkin', 'leleh', 'krn', 'bakal', 'dipack', 'pakai', 'dry', 'ice', 'nya', 'kl', 'mau', 'via', 'ojol', 'boleh', 'dm', 'dulu', 'jgg', 'kokkk']",pembelian via grab minimal pembeliannya k yaww vilo gelato tomang yah jgn cabang hehehe aman gamungkin leleh krn dipack pakai dry ice nya kl via ojol dm jgg kokkk
@RissaSaraswati Di jakarta tapi deket depok itu tutup sementara mulu kalo pesen di gojek or shopeefood :( huhu,negatif,di jakarta tapi deket depok itu tutup sementara mulu kalo pesen di gojek or huhu,di jakarta tapi deket depok itu tutup sementara mulu kalo pesen di gojek or huhu,"['di', 'jakarta', 'tapi', 'deket', 'depok', 'itu', 'tutup', 'sementara', 'mulu', 'kalo', 'pesen', 'di', 'gojek', 'or', 'huhu']",jakarta deket depok tutup mulu kalo pesen gojek or huhu
"hr ini temen2 kantorku pd penasaran sm shopeefood yg kupesan, trus pas aku izinkan ngicip mereka bilang šah mau beli ah buat bsk siangš",positif,hr ini temen kantorku pd penasaran sm yg kupesan trus pas aku izinkan ngicip mereka bilang ah mau beli ah buat bsk siang,hr ini temen kantorku pd penasaran sm yg kupesan trus pas aku izinkan ngicip mereka bilang ah mau beli ah buat bsk siang,"['hr', 'ini', 'temen', 'kantorku', 'pd', 'penasaran', 'sm', 'yg', 'kupesan', 'trus', 'pas', 'aku', 'izinkan', 'ngicip', 'mereka', 'bilang', 'ah', 'mau', 'beli', 'ah', 'buat', 'bsk', 'siang']",hr temen kantorku pd penasaran sm yg kupesan trus pas izinkan ngicip bilang ah beli ah bsk siang
"Kasih tau Mimin pesenan ShopeeFood kamu pakai emoji, nanti Mimin tebak __",netral,kasih tau mimin pesenan kamu pakai emoji nanti mimin tebak,kasih tau mimin pesenan kamu pakai emoji nanti mimin tebak,"['kasih', 'tau', 'mimin', 'pesenan', 'kamu', 'pakai', 'emoji', 'nanti', 'mimin', 'tebak']",kasih tau mimin pesenan pakai emoji mimin tebak
"@leehyuckren ENGGAK kunyit asem tuh rasanya asem manis karena isi gula merahnyaaa, enak sih aku personally suka bgt jamu kunyit asem :D coba aja cari di shopee food/gofood mungkin ada deket rumah km dagang jamu",positif,enggak kunyit asem tuh rasanya asem manis karena isi gula merahnyaaa enak sih aku personally suka bgt jamu kunyit asem coba aja cari di foodgofood mungkin ada deket rumah km dagang jamu,enggak kunyit asem tuh rasanya asem manis karena isi gula merahnyaaa enak sih aku personally suka bgt jamu kunyit asem coba aja cari di foodgofood mungkin ada deket rumah km dagang jamu,"['enggak', 'kunyit', 'asem', 'tuh', 'rasanya', 'asem', 'manis', 'karena', 'isi', 'gula', 'merahnyaaa', 'enak', 'sih', 'aku', 'personally', 'suka', 'bgt', 'jamu', 'kunyit', 'asem', 'coba', 'aja', 'cari', 'di', 'foodgofood', 'mungkin', 'ada', 'deket', 'rumah', 'km', 'dagang', 'jamu']",kunyit asem tuh asem manis isi gula merahnyaaa enak sih personally suka bgt jamu kunyit asem coba aja cari foodgofood deket rumah km dagang jamu
biaya layanan shopee food makin mahal ni gua liat liat,negatif,biaya layanan makin mahal ni gua liat liat,biaya layanan makin mahal ni gua liat liat,"['biaya', 'layanan', 'makin', 'mahal', 'ni', 'gua', 'liat', 'liat']",biaya layanan mahal ni gua liat liat
Bagaimana cara menggubah akun shopee partner Staff menjadi akun shopee partner Admin? Saya pemilik pribadi dr restoran saya. @ShopeeID @shopeefood_id @ShopeeCare,netral,bagaimana cara menggubah akun partner staff menjadi akun partner admin saya pemilik pribadi dr restoran saya,bagaimana cara menggubah akun partner staff menjadi akun partner admin saya pemilik pribadi dr restoran saya,"['bagaimana', 'cara', 'menggubah', 'akun', 'partner', 'staff', 'menjadi', 'akun', 'partner', 'admin', 'saya', 'pemilik', 'pribadi', 'dr', 'restoran', 'saya']",menggubah akun partner staff akun partner admin pemilik pribadi dr restoran
@daisycasket AKU JUGA BARUSAN SHOPEEFOOD AKHXJWHZJAJS.. tapi habis 27k aja sih.. daripada biasa habis 50k..,positif,aku juga barusan akhxjwhzjajs tapi habis k aja sih daripada biasa habis k,aku juga barusan akhxjwhzjajs tapi habis k aja sih daripada biasa habis k,"['aku', 'juga', 'barusan', 'akhxjwhzjajs', 'tapi', 'habis', 'k', 'aja', 'sih', 'daripada', 'biasa', 'habis', 'k']",barusan akhxjwhzjajs habis k aja sih habis k
